Input =("
Objects Architecture Effects Resolution Time
16000 CPU xx-TR-xx 1440x900 17.06
4000 CPU xx-TR-RE 1280x720 8.25
4000 GPU AA-TR-xx 1920x1080 19.58
260000 GPU AA-xx-xx 1440x900 231.01
65000 GPU xx-xx-xx 1440x900 12.46
260000 GPU xx-xx-RE 1440x900 89.59
4000 GPU AA-xx-xx 1440x900 9.49
1000 GPU xx-xx-xx 1920x1080 1.22
4000 GPU AA-xx-xx 1920x1080 11.02
16000 CPU AA-TR-xx 1280x720 65.37
1000 GPU AA-xx-RE 1280x720 4.63
4000 GPU xx-xx-RE 1920x1080 4.28
65000 CPU xx-xx-RE 1280x720 19.11
65000 CPU xx-TR-xx 1920x1080 34.84
260000 GPU xx-TR-RE 1280x720 170.16
1000 CPU xx-xx-RE 1440x900 4.22
260000 CPU AA-TR-RE 1440x900 514.91
65000 GPU AA-TR-RE 1440x900 377.61
65000 GPU xx-xx-RE 1920x1080 34.38
4000 GPU AA-xx-xx 1920x1080 11.02
16000 GPU xx-TR-RE 1280x720 22.43
16000 CPU AA-TR-xx 1440x900 84.46
4000 GPU xx-xx-RE 1280x720 3.03
4000 CPU AA-xx-xx 1280x720 24.39
65000 GPU xx-TR-xx 1920x1080 28.14
65000 CPU AA-xx-xx 1440x900 89.92
260000 CPU xx-TR-xx 1280x720 51.95
1000 CPU xx-TR-RE 1440x900 4.94
16000 CPU AA-TR-RE 1920x1080 156.11
65000 CPU AA-xx-xx 1280x720 69.60
16000 GPU xx-xx-xx 1440x900 4.51
65000 CPU xx-TR-RE 1280x720 34.97
260000 GPU xx-TR-RE 1920x1080 256.43
65000 GPU AA-xx-xx 1280x720 49.36
1000 CPU AA-TR-RE 1440x900 23.99
4000 GPU AA-TR-xx 1280x720 14.77
4000 CPU AA-xx-RE 1440x900 38.30
16000 GPU xx-xx-xx 1440x900 4.45
16000 GPU AA-TR-xx 1440x900 50.24
4000 GPU xx-TR-RE 1280x720 5.51
4000 GPU AA-TR-RE 1440x900 31.95
16000 GPU AA-xx-RE 1440x900 54.61
260000 CPU xx-TR-xx 1440x900 63.91
1000 CPU xx-TR-xx 1440x900 4.59
260000 CPU AA-TR-xx 1440x900 314.99
260000 GPU xx-TR-RE 1440x900 213.21
65000 GPU xx-xx-RE 1920x1080 34.21
260000 CPU xx-xx-xx 1440x900 46.26
260000 GPU AA-TR-RE 1920x1080 1271.99
65000 CPU xx-TR-xx 1920x1080 34.67
16000 CPU AA-TR-xx 1440x900 84.72
16000 GPU xx-TR-xx 1920x1080 11.75
4000 GPU AA-TR-RE 1440x900 31.93
260000 GPU xx-xx-xx 1440x900 47.30
1000 GPU AA-xx-RE 1440x900 5.44
")

